id,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality,Time_spent_Alone_missing,Stage_fear_missing,Social_event_attendance_missing,Going_outside_missing,Drained_after_socializing_missing,Friends_circle_size_missing,Post_frequency_missing
0,-1.0506019728222202,0,0.28395578607297345,-0.004321258133348555,0,1.6793256150239062,0.026329890120021255,1,0,0,0,0,0,0,0
1,-0.714207693814829,0,0.6488988230956856,-0.49241263412211045,0,0.4859972241501939,1.0743206176302778,1,0,0,0,0,0,0,0
2,0.9677637012221277,1,-1.5407593990405872,-1.956686762088396,1,-1.1846625230730032,-1.7203213223970728,0,0,0,0,0,1,0,0
3,-0.041419135800046275,0,0.6488988230956856,-0.49241263412211045,0,0.7246629023249364,0.026329890120021255,1,0,0,0,0,0,0,0
4,-0.714207693814829,0,-0.4459302879724508,-0.004321258133348555,0,1.2019942586744212,0.37566013262344006,1,0,0,0,0,0,0,1
5,-0.37781341480743763,0,1.0138418601183976,0.48377011785541335,0,0.676929766689988,-0.6723305948868163,1,0,0,0,0,0,1,0
6,-0.714207693814829,0,1.0138418601183976,0.19091529226215637,0,0.3905309528802968,-0.3230003523833976,1,0,0,0,1,0,1,0
7,-0.37781341480743763,0,1.0138418601183976,-0.49241263412211045,0,-0.9459968448982607,0.026329890120021255,1,0,0,0,0,0,0,0
8,0.2949751432073451,1,-1.175816362017875,-1.4685953860996344,1,-1.9006595575972305,-1.0216608373902352,0,0,0,0,0,1,0,0
9,-0.714207693814829,0,1.0138418601183976,0.9718614938441752,0,1.4406599368491637,1.4236508601336966,1,0,0,0,0,0,0,0
10,-0.041419135800046275,0,0.6488988230956856,-0.004321258133348555,0,-0.7073311667235184,1.7729811026371154,1,0,0,0,0,0,0,0
11,-0.37781341480743763,0,0.28395578607297345,-0.49241263412211045,0,-0.9459968448982607,1.0743206176302778,1,0,0,0,0,0,0,0
12,-0.041419135800046275,0,-0.08098725094973869,-0.004321258133348555,0,0.24733154597545146,0.37566013262344006,1,0,0,0,0,0,0,0
13,-0.041419135800046275,0,0.5029216082866006,0.48377011785541335,0,0.9633285804996788,0.026329890120021255,1,0,1,1,0,0,0,0
14,-0.041419135800046275,0,0.28395578607297345,-0.004321258133348555,0,0.24733154597545146,0.37566013262344006,1,0,0,0,0,0,0,1
15,-0.5796499822118725,0,0.6488988230956856,0.9718614938441752,0,-0.7073311667235184,1.0743206176302778,1,1,0,0,0,0,0,0
16,-1.0506019728222202,0,0.28395578607297345,-0.004321258133348555,0,0.008665867800709014,1.7729811026371154,1,0,0,0,0,0,0,0
17,0.6313694222147365,1,-1.9057024360632993,-0.004321258133348555,1,-1.4233282012477457,-1.7203213223970728,0,0,1,0,0,0,0,0
18,-0.714207693814829,0,-0.4459302879724508,-0.004321258133348555,0,0.7246629023249364,1.4236508601336966,1,0,0,0,0,0,0,0
19,-0.714207693814829,0,0.7218874305002281,0.48377011785541335,0,0.4859972241501939,-0.6723305948868163,1,0,0,1,0,0,0,0
20,-0.714207693814829,0,1.3787848971411099,-0.49241263412211045,0,0.4859972241501939,0.7249903751268589,1,0,0,0,0,0,0,0
21,0.9677637012221277,1,-0.810873324995163,-0.9805040101108724,1,-1.6619938794224882,-0.6723305948868163,0,0,0,0,0,0,0,0
22,0.2949751432073451,1,-1.9057024360632993,-1.4685953860996344,1,-1.4233282012477457,-1.7203213223970728,0,0,1,0,0,0,0,0
23,-0.041419135800046275,0,1.3787848971411099,1.4599528698329372,0,-0.4686654885487759,-0.6723305948868163,1,0,0,0,0,0,0,0
24,-0.714207693814829,0,-0.08098725094973869,-0.49241263412211045,0,0.9633285804996788,0.026329890120021255,1,0,0,0,0,0,0,0
25,1.9769465382443019,1,-1.5407593990405872,-0.49241263412211045,1,-0.22999981037403344,0.026329890120021255,0,0,0,0,0,0,0,0
26,-0.041419135800046275,0,0.28395578607297345,0.48377011785541335,0,0.4859972241501939,1.4236508601336966,1,0,1,0,0,0,0,0
27,1.9769465382443019,1,-1.9057024360632993,-1.956686762088396,1,-1.6619938794224882,-1.370991079893654,0,0,1,0,0,0,0,0
28,-0.37781341480743763,0,0.35694439347751594,-0.004321258133348555,0,-0.7073311667235184,1.0743206176302778,1,0,0,1,0,0,0,0
29,1.2368791244280408,1,-1.5407593990405872,-1.956686762088396,1,-0.9459968448982607,-1.7203213223970728,0,1,0,0,0,0,0,0
30,-0.041419135800046275,0,1.3787848971411099,-1.956686762088396,0,0.008665867800709014,0.026329890120021255,1,0,0,0,0,0,0,0
31,-0.5796499822118725,0,-0.4459302879724508,0.5813883930531658,0,0.7246629023249364,0.026329890120021255,1,1,0,0,1,0,0,0
32,-0.714207693814829,0,1.3787848971411099,0.48377011785541335,0,-0.9459968448982607,1.0743206176302778,1,0,0,0,0,0,0,0
33,-0.37781341480743763,0,0.6488988230956856,0.48377011785541335,0,0.7246629023249364,1.4236508601336966,1,0,0,0,0,0,0,0
34,0.6313694222147365,1,-1.5407593990405872,-1.956686762088396,1,-1.1846625230730032,-1.0216608373902352,0,0,0,0,0,1,0,0
35,0.9677637012221277,1,-1.175816362017875,-0.49241263412211045,1,-1.6619938794224882,-0.6723305948868163,0,0,0,0,0,0,0,0
36,-0.041419135800046275,0,0.28395578607297345,-0.49241263412211045,0,-0.22999981037403344,0.5153922296248077,1,0,0,0,0,0,0,1
37,-0.37781341480743763,0,0.6488988230956856,-0.004321258133348555,0,-0.7073311667235184,-0.6723305948868163,1,0,0,0,0,0,0,0
38,-0.37781341480743763,0,1.0138418601183976,-0.49241263412211045,0,1.2019942586744212,0.37566013262344006,1,0,0,0,0,0,0,0
39,-1.0506019728222202,0,-0.08098725094973869,-0.004321258133348555,0,0.7246629023249364,-0.3230003523833976,1,0,0,0,0,0,0,0
40,-1.0506019728222202,0,1.0138418601183976,-0.49241263412211045,0,0.4859972241501939,-0.3230003523833976,1,0,0,0,0,0,0,0
41,-0.6469288380133508,0,0.28395578607297345,0.48377011785541335,0,1.4406599368491637,-0.6723305948868163,1,1,0,0,0,0,0,0
42,-0.37781341480743763,0,0.28395578607297345,0.9718614938441752,0,-0.7073311667235184,0.37566013262344006,1,0,0,0,0,0,0,0
43,-1.0506019728222202,0,1.3787848971411099,-0.004321258133348555,0,0.7246629023249364,0.026329890120021255,1,0,0,0,0,1,0,0
44,1.9769465382443019,1,-1.5407593990405872,-1.956686762088396,1,-1.1846625230730032,-1.7203213223970728,0,0,0,0,0,0,0,0
45,-0.37781341480743763,0,0.28395578607297345,0.48377011785541335,0,0.7246629023249364,-0.3230003523833976,1,0,0,0,1,0,0,0
46,-0.37781341480743763,0,0.6488988230956856,-0.49241263412211045,0,0.9633285804996788,0.37566013262344006,1,0,0,0,0,0,0,0
47,-1.0506019728222202,0,-0.4459302879724508,1.4599528698329372,0,1.4406599368491637,-0.6723305948868163,1,0,0,0,0,0,0,0
48,2.313340817251693,1,-1.5407593990405872,-1.3709771109018818,1,-0.7073311667235184,-1.370991079893654,0,0,0,0,1,0,0,0
49,-0.37781341480743763,0,1.3787848971411099,1.4599528698329372,0,-0.4686654885487759,-0.3230003523833976,1,0,0,0,0,0,0,0
50,1.3041579802295191,1,-1.7597252212542143,-0.9805040101108724,1,-0.7073311667235184,-1.0216608373902352,0,0,0,1,0,0,0,0
51,-1.0506019728222202,0,-0.810873324995163,0.9718614938441752,0,-0.7073311667235184,1.0743206176302778,1,0,0,0,0,0,0,0
52,-1.0506019728222202,0,0.6488988230956856,0.9718614938441752,0,-0.22999981037403344,-0.6723305948868163,1,0,0,0,0,0,0,0
53,0.9677637012221277,1,-0.810873324995163,-0.49241263412211045,1,-0.7073311667235184,-1.7203213223970728,0,0,0,0,0,0,0,0
54,0.2949751432073451,1,-0.810873324995163,-1.4685953860996344,1,-1.1846625230730032,-1.370991079893654,0,0,0,0,0,0,1,0
55,1.9769465382443019,1,-1.9057024360632993,-1.2733588357041294,1,-1.4233282012477457,-1.370991079893654,0,0,0,0,1,0,0,0
56,-0.041419135800046275,0,1.3787848971411099,1.4599528698329372,0,0.9633285804996788,-0.6723305948868163,1,0,0,0,0,0,0,0
57,0.2949751432073451,0,0.28395578607297345,-0.49241263412211045,0,0.008665867800709014,0.7249903751268589,1,0,0,0,0,0,0,0
58,1.6405522592369104,1,-1.9057024360632993,-0.9805040101108724,1,-0.7073311667235184,-1.370991079893654,0,0,0,0,0,0,0,1
59,-0.37781341480743763,0,1.0138418601183976,0.9718614938441752,0,1.4406599368491637,1.4236508601336966,1,0,1,0,0,0,0,0
60,1.9769465382443019,1,-0.4459302879724508,-1.956686762088396,1,-1.4233282012477457,-1.7203213223970728,0,0,0,0,0,0,0,0
61,-1.0506019728222202,0,1.3787848971411099,-0.49241263412211045,0,-0.9459968448982607,0.026329890120021255,1,0,0,0,0,0,0,0
62,-0.5123711264103942,0,0.28395578607297345,0.9718614938441752,0,1.2019942586744212,-0.3230003523833976,1,1,0,0,0,0,0,0
63,1.6405522592369104,1,-0.4459302879724508,-0.9805040101108724,1,-1.4710613368826941,-1.7203213223970728,1,0,0,0,0,0,1,0
64,1.9769465382443019,1,-1.175816362017875,-0.9805040101108724,1,-1.6619938794224882,-1.7203213223970728,0,0,1,0,0,0,0,0
65,0.2949751432073451,1,-1.9057024360632993,-0.9805040101108724,1,-1.9006595575972305,-1.0216608373902352,0,0,1,0,0,0,0,0
66,0.6313694222147365,0,1.0138418601183976,-0.004321258133348555,0,0.008665867800709014,1.7729811026371154,1,0,0,0,0,0,0,0
67,-0.041419135800046275,0,0.13797857126388846,1.4599528698329372,0,-0.4686654885487759,1.4236508601336966,1,0,0,1,0,0,0,0
68,1.3041579802295191,1,-1.9057024360632993,-0.9805040101108724,1,-1.1846625230730032,-1.7203213223970728,0,0,0,0,0,1,0,0
69,0.2949751432073451,1,-1.5407593990405872,-1.4685953860996344,1,-1.9006595575972305,-1.0216608373902352,0,0,0,0,1,0,0,0
70,-0.041419135800046275,0,-0.4459302879724508,-0.49241263412211045,0,-0.4686654885487759,1.7729811026371154,1,0,0,0,0,0,0,0
71,-1.0506019728222202,0,0.6488988230956856,-0.004321258133348555,0,1.6793256150239062,1.4236508601336966,1,0,0,0,0,1,0,0
72,-0.37781341480743763,0,1.0138418601183976,0.9718614938441752,0,0.4859972241501939,1.0743206176302778,1,0,0,0,0,0,0,0
73,-0.714207693814829,0,0.6488988230956856,0.48377011785541335,0,0.9633285804996788,-0.3230003523833976,1,0,0,0,0,0,0,0
74,-0.37781341480743763,0,0.28395578607297345,0.9718614938441752,0,-0.7073311667235184,-0.6723305948868163,1,0,0,0,0,0,0,0
75,-0.37781341480743763,0,0.6488988230956856,0.48377011785541335,0,0.4859972241501939,1.0743206176302778,1,0,0,0,0,0,0,0
76,2.313340817251693,1,-1.9057024360632993,-0.9805040101108724,1,-1.6619938794224882,-1.370991079893654,0,0,0,0,0,0,0,0
77,0.6313694222147365,1,-1.175816362017875,-0.49241263412211045,1,-1.6619938794224882,-0.6723305948868163,0,0,0,0,0,1,0,0
78,-1.0506019728222202,0,-0.08098725094973869,-0.004321258133348555,0,-0.4686654885487759,0.7249903751268589,1,0,0,0,0,0,0,0
79,-0.714207693814829,0,-0.4459302879724508,-0.004321258133348555,0,0.9633285804996788,1.0743206176302778,1,0,0,0,0,0,0,0
80,-0.37781341480743763,0,1.3787848971411099,-0.004321258133348555,0,-0.4686654885487759,0.4455261811241239,1,0,0,0,0,0,0,1
81,0.2949751432073451,0,1.0138418601183976,0.48377011785541335,0,0.008665867800709014,0.37566013262344006,1,0,0,0,0,0,0,0
82,-1.0506019728222202,0,0.28395578607297345,1.4599528698329372,0,1.4406599368491637,-0.6723305948868163,1,0,0,0,0,0,0,0
83,1.9769465382443019,1,-1.2488049694224175,-0.49241263412211045,1,-0.9459968448982607,-1.7203213223970728,0,0,0,1,0,0,0,0
84,-0.041419135800046275,0,0.6488988230956856,0.9718614938441752,0,-0.9459968448982607,0.37566013262344006,1,0,0,0,0,0,0,0
85,-1.0506019728222202,0,0.28395578607297345,-0.004321258133348555,0,-0.4686654885487759,0.37566013262344006,1,0,0,0,0,0,0,0
86,-0.714207693814829,0,1.0138418601183976,-0.49241263412211045,0,0.4859972241501939,0.37566013262344006,1,0,0,0,0,0,0,0
87,2.6497350962590844,1,-1.9057024360632993,-0.9805040101108724,1,-1.6619938794224882,-1.0216608373902352,0,0,1,0,0,0,0,0
88,-0.041419135800046275,0,0.28395578607297345,-0.004321258133348555,0,-0.42093235291382736,0.7948564236275427,1,0,0,0,0,0,1,1
89,-0.37781341480743763,0,-0.08098725094973869,0.48377011785541335,0,-0.7073311667235184,-0.6723305948868163,1,0,1,0,0,0,0,0
90,-1.0506019728222202,0,-0.08098725094973869,0.9718614938441752,0,0.676929766689988,1.4236508601336966,1,0,0,0,0,0,1,0
91,-0.041419135800046275,0,-0.810873324995163,1.4599528698329372,0,-0.9459968448982607,1.4236508601336966,1,0,0,0,0,0,0,0
92,2.313340817251693,1,-1.5407593990405872,-0.9805040101108724,1,-1.6619938794224882,-1.7203213223970728,0,0,1,0,0,0,0,0
93,-0.714207693814829,0,1.3787848971411099,1.4599528698329372,0,-0.1822666747390849,0.37566013262344006,1,0,0,0,0,0,1,0
94,-0.37781341480743763,0,-0.08098725094973869,0.9718614938441752,0,-0.22999981037403344,1.0743206176302778,1,0,0,0,0,0,0,0
95,-1.0506019728222202,0,1.0138418601183976,0.9718614938441752,0,-0.4686654885487759,0.026329890120021255,1,0,0,0,0,0,0,0
96,1.9769465382443019,1,-1.5407593990405872,-0.49241263412211045,1,-0.9459968448982607,-0.6723305948868163,0,0,1,0,0,0,0,0
97,0.2949751432073451,1,-0.810873324995163,-1.956686762088396,1,-1.9006595575972305,-1.370991079893654,0,0,0,0,0,0,0,0
98,-1.0506019728222202,0,0.28395578607297345,0.48377011785541335,0,0.7246629023249364,0.7249903751268589,1,0,0,0,0,0,0,0
99,-0.37781341480743763,0,0.28395578607297345,-0.49241263412211045,0,0.008665867800709014,0.7249903751268589,1,0,0,0,0,0,1,0
100,-0.714207693814829,0,0.28395578607297345,0.48377011785541335,0,-0.22999981037403344,-0.6723305948868163,1,0,0,0,0,0,0,0
101,-0.37781341480743763,0,1.7437279341638219,0.9718614938441752,0,0.4859972241501939,0.7249903751268589,1,0,0,0,0,0,0,0
102,0.9677637012221277,1,-1.175816362017875,-1.956686762088396,1,-1.4233282012477457,-1.7203213223970728,1,0,0,0,0,0,0,0
103,-1.0506019728222202,0,0.28395578607297345,0.9718614938441752,0,0.7246629023249364,0.37566013262344006,1,0,0,0,0,0,0,0
104,-0.5796499822118725,0,0.28395578607297345,0.9718614938441752,0,0.008665867800709014,1.0743206176302778,1,1,0,0,0,0,0,0
105,1.6405522592369104,1,-1.9057024360632993,-0.9805040101108724,1,-1.6619938794224882,-1.7203213223970728,0,0,0,0,0,1,0,0
106,-0.37781341480743763,0,1.7437279341638219,-0.004321258133348555,0,0.4859972241501939,-0.6723305948868163,1,0,0,0,0,0,0,0
107,-0.4450922706089159,0,-0.4459302879724508,-0.004321258133348555,0,-0.7073311667235184,0.37566013262344006,1,1,0,0,0,0,0,0
108,1.9769465382443019,0,0.28395578607297345,0.9718614938441752,0,1.6793256150239062,-0.3230003523833976,1,0,0,0,0,0,0,0
109,-0.37781341480743763,0,0.28395578607297345,0.48377011785541335,0,-0.4686654885487759,0.37566013262344006,1,0,0,0,0,0,0,0
110,-1.0506019728222202,0,1.3787848971411099,-0.004321258133348555,0,1.4406599368491637,0.37566013262344006,1,0,0,0,0,0,0,0
111,-0.041419135800046275,0,-0.4459302879724508,-0.49241263412211045,0,1.4406599368491637,0.7249903751268589,1,0,0,0,0,0,0,0
112,-0.041419135800046275,0,-0.08098725094973869,-0.49241263412211045,0,-0.22999981037403344,1.4236508601336966,1,0,0,0,0,0,0,0
113,-1.0506019728222202,0,1.7437279341638219,-0.004321258133348555,0,0.24733154597545146,1.0743206176302778,1,0,0,0,0,0,0,0
114,0.6313694222147365,1,-1.9057024360632993,-0.49241263412211045,1,-0.7073311667235184,-1.0216608373902352,0,0,0,0,0,0,0,0
115,-0.37781341480743763,0,-0.4459302879724508,-0.004321258133348555,0,0.9633285804996788,-0.3230003523833976,1,0,0,0,0,0,0,0
116,-0.714207693814829,0,-0.4459302879724508,0.48377011785541335,0,0.008665867800709014,0.37566013262344006,1,0,0,0,0,0,0,0
117,-1.0506019728222202,0,0.28395578607297345,0.48377011785541335,0,1.2019942586744212,1.0743206176302778,1,0,0,0,0,0,0,0
118,-0.041419135800046275,0,-0.4459302879724508,0.9718614938441752,0,0.9633285804996788,0.7249903751268589,1,0,0,0,0,0,0,0
119,2.313340817251693,1,-1.32179357682696,-0.9805040101108724,1,-0.9459968448982607,-1.7203213223970728,0,0,0,1,0,0,0,0
120,-0.714207693814829,0,1.3787848971411099,-0.49241263412211045,0,0.24733154597545146,0.16606198712138892,1,0,0,0,0,0,0,1
121,1.9769465382443019,1,-0.810873324995163,-1.0781222853086248,1,-1.9006595575972305,-1.370991079893654,0,0,0,0,1,0,0,0
122,0.9677637012221277,1,-1.5407593990405872,-1.956686762088396,1,-1.9006595575972305,-1.370991079893654,0,0,0,0,0,0,0,0
123,1.3041579802295191,1,-0.810873324995163,-1.4685953860996344,1,-0.7073311667235184,-1.3011250313929703,0,0,0,0,0,0,0,1
124,0.2949751432073451,0,0.6488988230956856,0.9718614938441752,0,0.7246629023249364,-0.6723305948868163,0,0,0,0,0,0,0,0
125,-0.714207693814829,0,0.28395578607297345,-0.49241263412211045,0,0.24733154597545146,1.4236508601336966,1,0,0,0,0,0,0,0
126,-0.041419135800046275,0,-0.4459302879724508,1.4599528698329372,0,-0.22999981037403344,-0.6723305948868163,1,0,0,0,0,0,0,0
127,-0.714207693814829,0,1.3787848971411099,-0.004321258133348555,0,-0.4686654885487759,0.7249903751268589,1,0,0,0,0,0,0,0
128,-0.714207693814829,0,-0.4459302879724508,0.9718614938441752,0,0.008665867800709014,1.0743206176302778,1,0,0,0,0,0,0,0
129,-0.714207693814829,0,-0.4459302879724508,-0.004321258133348555,0,1.6793256150239062,-0.6723305948868163,1,1,0,0,0,0,0,0
130,2.313340817251693,1,-1.9057024360632993,-1.175740560506377,1,-1.9006595575972305,-1.7203213223970728,0,0,0,0,1,0,0,0
131,-0.37781341480743763,0,1.3787848971411099,-0.004321258133348555,0,1.6793256150239062,1.0743206176302778,1,0,0,0,0,0,0,0
132,-0.3105345590059593,0,1.0138418601183976,0.48377011785541335,0,1.6793256150239062,0.7249903751268589,1,1,0,0,0,0,0,0
133,-1.0506019728222202,0,-0.08098725094973869,1.4599528698329372,0,-0.22999981037403344,1.4236508601336966,1,0,1,0,0,0,0,0
134,-0.041419135800046275,0,-0.4459302879724508,0.9718614938441752,0,1.2019942586744212,0.37566013262344006,1,0,0,0,0,0,0,0
135,-0.041419135800046275,0,1.3787848971411099,0.9718614938441752,0,0.7246629023249364,1.4236508601336966,1,0,0,0,0,0,0,0
136,-0.714207693814829,0,1.3787848971411099,-0.49241263412211045,0,0.9633285804996788,1.4236508601336966,1,0,0,0,0,0,0,0
137,-1.0506019728222202,0,-0.810873324995163,-0.49241263412211045,0,-0.9459968448982607,1.0743206176302778,1,0,0,0,0,0,0,0
138,-0.041419135800046275,0,1.0138418601183976,1.4599528698329372,0,0.43826408851524556,-0.6723305948868163,1,0,0,0,0,0,1,0
139,2.6497350962590844,1,-1.175816362017875,-0.9805040101108724,1,-1.4233282012477457,-1.0216608373902352,1,0,1,0,0,0,0,0
140,0.2949751432073451,0,0.6488988230956856,0.9718614938441752,0,0.7246629023249364,0.37566013262344006,1,0,0,0,0,0,0,0
141,-0.37781341480743763,0,1.0138418601183976,0.9718614938441752,0,0.7246629023249364,0.37566013262344006,1,0,0,0,0,0,0,0
142,-0.714207693814829,0,0.6488988230956856,-0.004321258133348555,0,0.9633285804996788,-0.3230003523833976,1,0,0,0,0,0,0,0
143,-0.714207693814829,0,-0.810873324995163,0.9718614938441752,0,0.9633285804996788,1.4236508601336966,1,0,0,0,0,0,0,0
144,-0.041419135800046275,0,-0.4459302879724508,-0.004321258133348555,0,0.24733154597545146,1.4236508601336966,1,0,0,0,0,0,0,0
145,-0.714207693814829,0,-0.4459302879724508,0.48377011785541335,0,0.008665867800709014,0.7948564236275427,1,0,0,0,0,0,0,1
146,-0.714207693814829,0,0.6488988230956856,-0.004321258133348555,0,1.4406599368491637,0.30579408412275627,1,0,0,0,0,0,0,1
147,1.3041579802295191,1,-0.810873324995163,-1.4685953860996344,1,-1.1846625230730032,-1.1613929343916027,0,0,0,0,0,0,0,1
148,-0.714207693814829,0,1.3787848971411099,-0.49241263412211045,0,0.7246629023249364,0.7249903751268589,1,0,1,0,0,0,0,0
149,-1.0506019728222202,0,-0.4459302879724508,0.9718614938441752,0,0.6291966310550393,-0.6723305948868163,0,0,0,0,0,0,1,0
150,0.9677637012221277,1,-1.4677707916360447,-1.4685953860996344,1,-1.1846625230730032,-1.370991079893654,0,0,0,1,0,0,0,0
151,1.3041579802295191,1,-1.9057024360632993,-0.9805040101108724,1,-1.9006595575972305,-1.0216608373902352,0,0,1,0,0,0,0,0
152,1.4387156918324757,1,-1.5407593990405872,-0.9805040101108724,1,-1.1846625230730032,-0.6723305948868163,0,1,0,0,0,0,0,0
153,-1.0506019728222202,0,0.28395578607297345,-0.49241263412211045,0,0.4859972241501939,-0.6723305948868163,1,0,1,0,0,0,0,0
154,-0.37781341480743763,0,-0.4459302879724508,1.4599528698329372,0,-0.7073311667235184,0.37566013262344006,1,0,0,0,0,0,0,0
155,2.313340817251693,1,-1.9057024360632993,-1.4685953860996344,1,-1.2323956587079519,-1.0216608373902352,0,0,0,0,0,0,1,0
156,2.313340817251693,1,-1.9057024360632993,-1.956686762088396,1,-0.9459968448982607,-1.0216608373902352,0,0,0,0,0,0,0,0
157,-0.041419135800046275,0,-0.08098725094973869,0.48377011785541335,0,-0.22999981037403344,0.37566013262344006,1,0,0,0,0,1,0,0
158,2.6497350962590844,1,-1.9057024360632993,-0.9805040101108724,1,-0.9459968448982607,-1.2312589828922866,0,0,0,0,0,1,0,1
159,2.313340817251693,1,-0.810873324995163,-1.956686762088396,1,-1.4233282012477457,-1.7203213223970728,0,0,1,0,0,0,0,0
160,-1.0506019728222202,0,1.3787848971411099,0.48377011785541335,0,1.6793256150239062,0.37566013262344006,1,0,0,0,0,0,0,1
161,-0.37781341480743763,0,0.28395578607297345,0.48377011785541335,0,0.4859972241501939,-0.6723305948868163,1,1,0,0,0,0,0,0
162,-1.0506019728222202,0,0.6488988230956856,1.4599528698329372,0,1.6793256150239062,-0.6723305948868163,1,0,0,0,0,0,0,0
163,0.2949751432073451,1,-1.175816362017875,-1.956686762088396,1,-1.9006595575972305,-1.7203213223970728,0,0,0,0,0,0,0,0
164,-0.37781341480743763,0,1.3787848971411099,-0.49241263412211045,0,1.4406599368491637,-0.6723305948868163,1,0,0,0,0,0,0,0
165,0.9677637012221277,1,-1.3947821842315025,-1.956686762088396,1,-1.1846625230730032,-1.370991079893654,0,0,0,1,0,0,1,0
166,-0.714207693814829,0,0.6488988230956856,-0.49241263412211045,0,0.008665867800709014,1.0743206176302778,1,0,0,0,0,1,0,0
167,-0.041419135800046275,0,0.28395578607297345,-0.004321258133348555,0,1.2019942586744212,-0.3230003523833976,1,0,0,0,0,0,0,0
168,1.3041579802295191,1,-0.810873324995163,-1.2733588357041294,1,-0.9459968448982607,-1.0216608373902352,0,0,0,0,1,1,0,0
169,1.3041579802295191,1,-1.5407593990405872,-1.4685953860996344,1,-1.9006595575972305,-1.370991079893654,0,0,0,0,0,0,0,0
170,-0.714207693814829,0,0.42993300088205844,-0.49241263412211045,0,0.9633285804996788,0.37566013262344006,1,0,0,1,0,0,0,0
171,-0.37781341480743763,0,0.6488988230956856,-0.004321258133348555,0,0.7246629023249364,0.09619593862070508,1,0,0,0,0,0,0,1
172,-0.37781341480743763,0,1.0138418601183976,0.9718614938441752,0,0.7246629023249364,-0.6723305948868163,1,0,0,0,0,0,0,0
173,-0.37781341480743763,0,1.3787848971411099,0.9718614938441752,0,0.9633285804996788,0.7249903751268589,1,0,0,0,0,0,0,0
174,-0.041419135800046275,0,1.7437279341638219,-0.49241263412211045,0,-0.9459968448982607,1.0743206176302778,1,0,0,0,0,0,0,0
175,-0.37781341480743763,0,0.28395578607297345,0.48377011785541335,0,0.9633285804996788,0.7249903751268589,1,0,0,0,0,0,0,0
176,-0.1759768474030028,0,0.6488988230956856,-0.49241263412211045,0,0.008665867800709014,0.026329890120021255,1,1,0,0,0,0,0,0
177,0.2949751432073451,0,1.0138418601183976,0.19091529226215637,0,0.7246629023249364,0.7249903751268589,1,0,0,0,1,0,0,0
178,-0.041419135800046275,0,-0.810873324995163,0.9718614938441752,0,-0.9459968448982607,1.0743206176302778,1,0,0,0,0,1,0,0
179,2.313340817251693,1,-1.9057024360632993,-0.9805040101108724,1,-0.9459968448982607,-1.7203213223970728,0,0,0,0,0,1,0,0
180,1.6405522592369104,1,-0.810873324995163,-1.663831936495139,1,-0.7073311667235184,-1.370991079893654,0,0,0,0,1,0,0,0
181,-0.714207693814829,0,1.3787848971411099,-0.49241263412211045,0,0.008665867800709014,-0.3230003523833976,1,0,0,0,0,0,0,0
182,2.6497350962590844,1,-0.4459302879724508,-1.4685953860996344,1,-1.6619938794224882,-1.7203213223970728,0,0,0,0,0,0,0,0
183,-0.7814865496163073,0,0.28395578607297345,1.4599528698329372,0,1.4406599368491637,-0.3230003523833976,1,1,0,0,0,0,0,0
